Filename,DOI,OpenAlex ID,PMID,PMCID,Title,Authors,First Author,Journal,Publication Year,Create Date,Citation,Metadata Source,File Size Bytes,Page Count,SHA256,PDF Title,PDF Author,PDF Subject,PDF Keywords,PDF Creator,PDF Producer
10.1186_s13613-022-01082-w__0c495b2ad9bc.pdf,10.1186/s13613-022-01082-w,,,,Continuous prolonged prone positioning in COVID-19-related ARDS: a multicenter cohort study from Chile,"Cornejo R, Montoya J, Gajardo A, Graf J, Alegría L, Baghetti R, Irarrázaval A, Santis C, Pavez N, Leighton S, Tomicic V, Morales D, Ruiz C, Navarrete P, Vargas P, Gálvez R, Espinosa V, Lazo M, Pérez-Araos R, Garay O, Sepúlveda P, Martinez E, Bruhn A, Rossel N, Martin M, Medel J, Oviedo V, Vera M, Torres V, Montes J, Salazar Á, Muñoz C, Tala F, Migueles M, Ortiz C, Gómez F, Contreras L, Daviu I, Rodriguez Y, Ortiz C, Aquevedo A, Parada R, Vargas C, Gatica M, Guerrero D, Valenzuela A, Torrejón D",Cornejo R,Annals of Intensive Care,2022,,,crossref,798705,11,2294539c61a7284d116694038f0e85a4530c847150b6530e792d4cf95fc114bc,Continuous prolonged prone positioning in COVID-19-related ARDS: a multicenter cohort study from Chile,Rodrigo A. Cornejo,"Annals of Intensive Care, https://doi.org/10.1186/s13613-022-01082-w",Acute respiratory distress syndrome; Mechanical ventilation; Prone positioning; Coronavirus disease 2019,Springer,Acrobat Distiller 10.1.8 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s40169-016-0083-8__550fd34fa107.pdf,10.1186/s40169-016-0083-8,,,,Erratum to: Benchmarks for ethically credible partnerships between industry and academic health centers: beyond disclosure of financial conflicts of interest,"Meslin E, Rager J, Schwartz P, Quaid K, Gaffney M, Duke J, Tierney W",Meslin E,Clinical and Translational Medicine,2016,,,crossref,836838,1,b8a203d2cd1dab40238b70f5ec734657c3a2751874b74a2eea4550492aea5a79,Erratum to: Benchmarks for ethically credible partnerships between industry and academic health centers: beyond disclosure of financial conflicts of interest,Eric M. Meslin,"Clinical and Translational Medicine, doi:10.1186/s40169-016-0083-8",,Springer,iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s40360-020-00415-4__adaa521f3478.pdf,10.1186/s40360-020-00415-4,,,,Evaluation of disability in patients exposed to fluoroquinolones,"Wilcox M, Villasis-Keever A, Sena A, Knoll C, Fife D",Wilcox M,BMC Pharmacology and Toxicology,2020,,,crossref,1182859,11,18ac87e059a5e57ee0b367158b178b23a2e8ec69adc0d48f034dd686ac7cbafb,Evaluation of disability in patients exposed to fluoroquinolones,Marsha A. Wilcox,"BMC Pharmacology and Toxicology, 2020, doi:10.1186/s40360-020-00415-4","Luoroquinolone,Disability,Azithromycin,Sulfamethoxazole,Administrative data,Adverse events",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.0.0 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s40360-022-00549-7__e739615dac70.pdf,10.1186/s40360-022-00549-7,,,,Comparative risk of incidence and clinical outcomes of COVID-19 among proton pump inhibitor and histamine-2 receptor antagonist short-term users: a nationwide retrospective cohort study,"Park J, You S, Cho J, Park C, Shin W, Park R, In Seo S",Park J,BMC Pharmacology and Toxicology,2022,,,crossref,787091,10,27337a28529b78f3e43268b6f5320243e37ca59249641f6dbd73418258b73022,Comparative risk of incidence and clinical outcomes of COVID-19 among proton pump inhibitor and histamine-2 receptor antagonist short-term users: a nationwide retrospective cohort study,Jimyung Park,"BMC Pharmacology and Toxicology, 2022, doi:10.1186/s40360-022-00549-7","Retrospective studies,Pharmacovigilance,Epidemiology,Acid suppressants",Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.0.0 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s40537-021-00501-2__505bd7f910df.pdf,10.1186/s40537-021-00501-2,,,,Design matters in patient-level prediction: evaluation of a cohort vs. case-control design when developing predictive models in observational healthcare datasets,"Reps J, Ryan P, Rijnbeek P, Schuemie M",Reps J,Journal of Big Data,2021,,,crossref,1266824,18,35c659163aa3d7166675042bcd758ff590276f2d591421388860c7bc064f1beb,Design matters in patient-level prediction: evaluation of a cohort vs. case-control design when developing predictive models in observational healthcare datasets,Jenna M. Reps,"Journal of Big Data, https://doi.org/10.1186/s40537-021-00501-2","Prediction,Classification,Prognostic,Case-control,Cohort,Patient-level prediction",Springer,Acrobat Distiller 10.1.8 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s40537-023-00857-7__39cdf038d01e.pdf,10.1186/s40537-023-00857-7,,,,Impact of random oversampling and random undersampling on the performance of prediction models developed using observational health data,"Yang C, Fridgeirsson E, Kors J, Reps J, Rijnbeek P",Yang C,Journal of Big Data,2024,,,crossref,3309562,18,233978c567202f3bc02ff8299cba12bb60a21ef3f1b62619052d2884a4aa2644,Impact of random oversampling and random undersampling on the performance of prediction models developed using observational health data,Cynthia Yang,"Journal of Big Data, https://doi.org/10.1186/s40537-023-00857-7",Patient-level prediction; Clinical prediction model; Class Imbalance Problem; Machine learning; External validation; Clinical decision support,Springer,Acrobat Distiller 10.1.8 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s40575-025-00142-1__a4de1b60540d.pdf,10.1186/s40575-025-00142-1,,,,Modern pedigree dogs in the United Kingdom Kennel Club: a journey through shifting population landscapes and demography,"Ilska J, Ryan P, Tolhurst D",Ilska J,Companion Animal Health and Genetics,2025,,,crossref,1927195,21,312de8ffa97d265aec03f74d27296fd6af55f6648fb67436cdeee4937fce0dde,Modern pedigree dogs in the United Kingdom kennel club: a journey through shifting population landscapes and demography,J. J. Ilska,"Companion Animal Health and Genetics, https://doi.org/10.1186/s40575-025-00142-1",Pedigree;Breed;Dog;Demographic;Trends;Popular sire,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s40635-026-00886-5__462fe03d2a7c.pdf,10.1186/s40635-026-00886-5,,,,A new murine gram-negative sepsis model with standard care satisfies Sepsis-3 and reproduces clinical pathology,"Bastow C, Mei C, Wen S, Wilson J, Nguyen H, Suthya A, Bourne J, Lankadeva Y, Wong C",Bastow C,Intensive Care Medicine Experimental,2026,,,crossref,7271347,16,c04ba6ea1a6e7496c4cc42b6fdfaa131a0b79d6d60e272e6e496d2db18e6ab9a,A new murine gram-negative sepsis model with standard care satisfies Sepsis-3 and reproduces clinical pathology,Cameron R. Bastow,"Intensive Care Medicine Experimental, https://doi.org/10.1186/s40635-026-00886-5",,Springer,Adobe PDF Library 17.0; modified using iText® 5.5.13.4 ©2000-2024 iText Group NV (SPRINGER SBM; licensed version)
10.1186_s40814-018-0284-6__57dfc982e472.pdf,10.1186/s40814-018-0284-6,,,,Methods to identify and prioritize patient-centered outcomes for use in comparative effectiveness research,"Mayo-Wilson E, Golozar A, Cowley T, Fusco N, Gresham G, Haythornthwaite J, Tolbert E, Payne J, Rosman L, Hutfless S, Canner J, Dickersin K",Mayo-Wilson E,Pilot and Feasibility Studies,2018,,,crossref,1065506,12,b0c684b679404b962a6f6bee56e300f7604f6562061daf22e9a66e747257e46a,Methods to identify and prioritize patient-centered outcomes for use in comparative effectiveness research,Evan Mayo-Wilson,"Pilot and Feasibility Studies, 2018, doi:10.1186/s40814-018-0284-6",,Arbortext Advanced Print Publisher 9.1.440/W Unicode,Acrobat Distiller 10.1.5 (Windows); modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (AGPL-version)
10.1186_s40959-023-00187-w__c2d328598c1f.pdf,10.1186/s40959-023-00187-w,,,,Outcomes of patients with active cancers and pre-existing cardiovascular diseases infected with SARS-CoV-2,"Patel B, Chapman S, Neumann J, Visaria A, Ogungbe O, Wen S, Khodaverdi M, Makwana P, Singh J, Sokos G, Wilcox A, Lee A, Graves A, Anzalone A, Manna A, Saha A, Olex A, Zhou A, Williams A, Southerland A, Girvin A, Walden A, Sharathkumar A, Amor B, Bates B, Hendricks B, Alexander C, Bramante C, Ward-Caviness C, Madlock-Brown C, Suver C, Chute C, Dillon C, Wu C, Schmitt C, Takemoto C, Housman D, Gabriel D, Eichmann D, Mazzotti D, Brown D, Boudreau E, Hill E, Zampino E, Marti E, Pfaff E, French E, Koraishy F, Mariona F, Prior F, Martin G, Lehmann H, Spratt H, Mehta H, Liu H, Sidky H, Hayanga J, Pincavitch J, Clark J, Harper J, Islam J, Ge J, Gagnier J, Saltz J, Saltz J, Loomba J, Buse J, Mathew J, Rutter J, McMurry J, Guinney J, Starren J, Crowley K, Bradwell K, Walters K, Wilkins K, Gersing K, Cato K, Murray K, Kostka K, Northington L, Pyles L, Misquitta L, Cottrell L, Portilla L, Deacy M, Bissell M, Clark M, Emmett M, Saltz M, Palchuk M, Haendel M, Adams M, Temple-O’Connor M, Kurilla M, Morris M, Qureshi N, Safdar N, Garbarini N, Sharafeldin N, Sadan O, Francis P, Burgoon P, Robinson P, Payne P, Fuentes R, Jawa R, Erwin-Cohen R, Patel R, Moffitt R, Zhu R, Kamaleswaran R, Hurley R, Miller R, Pyarajan S, Michael S, Bozzette S, Mallipattu S, Vedula S, O’Neil S, Setoguchi S, Hong S, Johnson S, Bennett T, Callahan T, Topaloglu U, Sheikh U, Gordon V, Subbian V, Kibbe W, Hernandez W, Beasley W, Cooper W, Hillegass W, Zhang X",Patel B,Cardio-Oncology,2023,,,crossref,1309337,13,28285c824301a53bcf236e02c4e96e7863c76f2efb7c0c5f66285f1a3a889235,Outcomes of patients with active cancers and pre-existing cardiovascular diseases infected with SARS-CoV-2,Brijesh Patel,"Cardio-Oncology, https://doi.org/10.1186/s40959-023-00187-w",,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s41512-025-00191-x__d0f544e5d3a2.pdf,10.1186/s41512-025-00191-x,,,,Can we develop real-world prognostic models using observational healthcare data? Large-scale experiment to investigate model sensitivity to database and phenotypes,"Reps J, Rijnbeek P, Ryan P",Reps J,Diagnostic and Prognostic Research,2025,,,crossref,2114603,11,91a900df994b9091c16a0d4bd7a9007dbaf478259f469eaa62f962e80bfe8712,Can we develop real-world prognostic models using observational healthcare data? Large-scale experiment to investigate model sensitivity to database and phenotypes,Jenna M. Reps,"Diagnostic and Prognostic Research, https://doi.org/10.1186/s41512-025-00191-x",,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1186_s44348-024-00014-5__34f9f19f4b8c.pdf,10.1186/s44348-024-00014-5,,,,Cancer therapy-related cardiac dysfunction and the role of cardiovascular imaging: systemic review and opinion paper from the Working Group on Cardio-Oncology of the Korean Society of Cardiology,"Cho I, You S, Cha M, Hwang H, Cho E, Kim H, Park S, Kim S, Lee Y, Youn J, Park C, Shim C, Chung W, Sohn I",Cho I,Journal of Cardiovascular Imaging,2024,,,crossref,1718880,10,cd3584461d336af7f866be70052da2f148497d314aab7383aceb508d03edebc5,Cancer therapy-related cardiac dysfunction and the role of cardiovascular imaging: systemic review and opinion paper from the Working Group on Cardio-Oncology of the Korean Society of Cardiology,Iksung Cho,"Journal of Cardiovascular Imaging, https://doi.org/10.1186/s44348-024-00014-5",Cardio-Oncology;Chemotherapy;Toxicity;Cardiovascular,Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0; modified using iText® 5.3.5 ©2000-2012 1T3XT BVBA (SPRINGER SBM; licensed version)
10.1192_bjp.2024.207__275b89d4ad08.pdf,10.1192/bjp.2024.207,,,,Promises and pitfalls of large language models in psychiatric diagnosis and knowledge tasks,"Bang C, Jung Y, You S, Kim K, Kim B",Bang C,The British Journal of Psychiatry,2025,,,crossref,267927,2,eb0afc95393838b729c3a2b1f05d2176c65cbc71fd24b2d46788abf32253637f,S0007125024002733jed 1..3,,,,Arbortext Advanced Print Publisher 10.0.1465/W Unicode,Acrobat Distiller 8.1.0 (Windows)
10.1192_j.eurpsy.2023.10__52c408aafa8d.pdf,10.1192/j.eurpsy.2023.10,,,,Association between impaired glucose metabolism and long-term prognosis at the time of diagnosis of depression: Impaired glucose metabolism as a promising biomarker proposed through a machine-learning approach,"Lee D, Cho Y, Kim M, Jeong C, Cha J, Won G, Noh J, Son S, Park R",Lee D,European Psychiatry,2023,,,crossref,517570,8,ba8a12fdc9d319a98cb8e09cee23214036cf45b5ec9fa314fb2d8a0e83a8d1e1,EPA_2300010 1..8,,,,CUP,Acrobat Distiller 22.0 (Windows)
10.1192_j.eurpsy.2023.2439__fd909a5fed45.pdf,10.1192/j.eurpsy.2023.2439,,,,"Impact of symptomatic menopausal transition on the occurrence of depression, anxiety, and sleep disorders: A real-world multi-site study","Lee D, Andreescu C, Aizenstein H, Karim H, Mizuno A, Kolobaric A, Yoon S, Kim Y, Lim J, Hwang E, Ouh Y, Kim H, Son S, Park R",Lee D,European Psychiatry,2023,,,crossref,1013173,9,20eab46cb759dfdfafe9e08318f4655a88e29765d35533857c27a9a6fd906f39,EPA_2302439 1..9,,,,CUP,Acrobat Distiller 22.0 (Windows)
10.1192_j.eurpsy.2024.1815__d471cf8398fd.pdf,10.1192/j.eurpsy.2024.1815,,,,Comparison of the efficacy and safety of bupropion versus aripiprazole augmentation in adults with treatment-resistant depression: a nationwide cohort study in South Korea,"Lee D, Park R, Jeon S",Lee D,European Psychiatry,2025,,,crossref,451827,8,f464c6d6218cb6d96c392ced675a57279808b72527e8fdabfdc12f723b147884,EPA_2401815 1..8,,,,CUP,Acrobat Distiller 20.0 (Windows)
10.1214_11-aoas522__4ab5e705e061.pdf,10.1214/11-aoas522,,,,Bayesian hierarchical rule modeling for predicting medical conditions,"McCormick T, Rudin C, Madigan D",McCormick T,The Annals of Applied Statistics,2012,,,crossref,368047,17,f143752e70ea7ea513fdae9f3158ee2a8ae1fd9125cc96cf1e23fb6603681762,Bayesian hierarchical rule modeling for predicting medical conditions,"Tyler H. McCormick, Cynthia Rudin, David Madigan","The Annals of Applied Statistics, 2012, Vol.6, No.2, 652–668","Association rule mining, healthcare surveillance, hierarchical model, machine learning,",LaTeX with hyperref package,dvips + GPL Ghostscript GIT PRERELEASE 9.22
10.1214_15-aoas809__a85b1c831d7d.pdf,10.1214/15-aoas809,,,,"Sex, lies and self-reported counts: Bayesian mixture models for heaping in longitudinal count data via birth–death processes","Crawford F, Weiss R, Suchard M",Crawford F,The Annals of Applied Statistics,2015,,,crossref,825206,26,1f2aeda1429767f3643b39dc8ef85dd727dab31998611f46ce44b5cbbbe81d54,"Sex, lies and self-reported counts: Bayesian mixture models for heaping in longitudinal count data via birth–death processes","Forrest W. Crawford, Robert E. Weiss, Marc A. Suchard","The Annals of Applied Statistics, 2015, Vol.9, No.2, 572–596","Bayesian hierarchical model, coarse data, continuous-time Markov chain, heaping, mixture model, rounding,",LaTeX with hyperref package,dvips + GPL Ghostscript GIT PRERELEASE 9.08
10.1214_15-aoas848__dbfa531612db.pdf,10.1214/15-aoas848,,,,Interpretable classifiers using rules and Bayesian analysis: Building a better stroke prediction model,"Letham B, Rudin C, McCormick T, Madigan D",Letham B,The Annals of Applied Statistics,2015,,,crossref,395394,23,21eae8ff6fc26dbd51ea8c3aef21cf4292e6f9d224d672e774d6cf0894331a36,Interpretable classifiers using rules and Bayesian analysis: Building a better stroke prediction model,"Benjamin Letham, Cynthia Rudin, Tyler H. McCormick, David Madigan","The Annals of Applied Statistics, 2015, Vol.9, No.3, 1350–1371","Bayesian analysis, classification, interpretability,",LaTeX with hyperref package,dvips + GPL Ghostscript GIT PRERELEASE 9.08
10.1214_17-aos1592__8892db3ca1df.pdf,10.1214/17-aos1592,,,,Consistency and convergence rate of phylogenetic inference via regularization,"Dinh V, Ho L, Suchard M, Matsen IV F",Dinh V,The Annals of Statistics,2018,,,crossref,676374,34,c693a5cec7daa069b6acfa80d7df5c0bb8dbfc68028b333647c09dbb43581bdc,Consistency and convergence rate of phylogenetic inference via regularization,"Vu Dinh, Lam Si Tung Ho, Marc A. Suchard, Frederick A. Matsen IV",Submitted to the Annals of Statistics,"05C05, 62F12, 92B10, 92D15, phylogenetics, tree reconstruction, gene tree, species tree, maximum likelihood estimator, regularization",LaTeX with hyperref package,pdfTeX-1.40.17
10.1214_20-aoas1419__277613543a31.pdf,10.1214/20-aoas1419,,,,Efficient Bayesian inference of general Gaussian models on large phylogenetic trees,"Bastide P, Ho L, Baele G, Lemey P, Suchard M",Bastide P,The Annals of Applied Statistics,2021,,,crossref,1298665,49,71f06073c607bcb9621b70e642c17a351cdd52b7c75e74b9bcf35241a9583019,Efficient Bayesian Inference of General Gaussian Models on Large Phylogenetic Trees,"Paul Bastide, Lam Si Tung Ho, Guy Baele, Philippe Lemey and Marc A. Suchard",,"Statistical Phylogenetics, Phylodynamics, Ornstein-Uhlenbeck Process, Bayesian Inference, Hamiltonian Monte Carlo, Model Selection, BEAST, Heritability, HIV, Musteloidea, Total Evidence",LaTeX with hyperref package,pdfTeX-1.40.17
10.12688_f1000research.13791.1__a815389440a8.pdf,10.12688/f1000research.13791.1,,,,Advanced imaging improves the diagnosis of infective endocarditis,"Harding D, Prendergast B",Harding D,F1000Research,2018,,,crossref,503085,8,eb5b7eec57ca1271c0a625c956132f88d6acdac5b43c91ae4ec8ca30b4588fdc,,,,,,iText 4.2.0 by 1T3XT
10.12688_f1000research.8288.1__23529216300a.pdf,10.12688/f1000research.8288.1,,,,MetaNetVar: Pipeline for applying network analysis tools for genomic variants analysis,"Moyer E, Hagenauer M, Lesko M, Francis F, Rodriguez O, Nagarajan V, Huser V, Busby B",Moyer E,F1000Research,2016,,,crossref,772988,11,1b11e96c1d7a51f36b651ecbfe246d3a636212cf2e0c4cfb5f525f9239ac34b4,,,,,,iText 4.2.0 by 1T3XT
